"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio"
819196158,"Existing Customer",49,"F",2,"Unknown","Single","Less than $40K","Blue",44,5,2,3,9797,998,8799,0.886,15013,116,0.841,0.102
718083483,"Existing Customer",42,"M",3,"Uneducated","Unknown","Less than $40K","Blue",35,4,5,0,6218,2134,4084,1.25,2086,50,0.786,0.343
811534983,"Existing Customer",54,"F",3,"Graduate","Married","Less than $40K","Blue",49,5,2,4,2031,1069,962,0.87,1943,47,0.621,0.526
708292833,"Existing Customer",35,"M",2,"High School","Single","$120K +","Blue",36,4,2,3,27389,1250,26139,0.641,2754,60,0.463,0.046
719819958,"Existing Customer",34,"M",2,"Uneducated","Married","$40K - $60K","Blue",26,5,1,4,1438.3,708,730.3,1.212,2243,43,0.483,0.492
807915408,"Existing Customer",41,"F",2,"College","Married","$40K - $60K","Blue",36,6,2,3,6602,0,6602,0.743,4479,82,0.822,0
798030933,"Existing Customer",47,"M",4,"College","Single","$60K - $80K","Blue",41,5,2,3,15594,0,15594,0.631,4745,75,0.786,0
713431008,"Existing Customer",46,"F",5,"High School","Married","Unknown","Blue",36,5,3,0,3562,0,3562,0.753,4198,77,0.75,0
716758908,"Existing Customer",46,"M",3,"Uneducated","Single","$120K +","Blue",27,4,2,3,34516,2213,32303,0.584,4492,71,0.821,0.064
765824058,"Existing Customer",46,"M",4,"Doctorate","Married","$80K - $120K","Blue",39,3,3,1,5106,1539,3567,0.907,3784,74,0.609,0.301
715515333,"Existing Customer",51,"M",3,"Graduate","Married","$120K +","Blue",42,2,1,3,7932,2140,5792,0.554,4024,92,0.614,0.27
717965808,"Existing Customer",65,"M",0,"Unknown","Single","$40K - $60K","Blue",54,5,1,4,9383,829,8554,0.515,5783,73,0.622,0.088
716131083,"Existing Customer",47,"M",2,"Graduate","Single","$40K - $60K","Blue",35,6,1,3,2676,2157,519,0.901,4640,69,0.605,0.806
789129033,"Existing Customer",44,"M",5,"Unknown","Single","$80K - $120K","Blue",32,5,3,2,14910,877,14033,0.772,1150,26,0.625,0.059
713231658,"Existing Customer",45,"F",2,"Doctorate","Single","Less than $40K","Blue",33,6,2,3,5553,1117,4436,0.914,3744,52,0.793,0.201
709816158,"Existing Customer",31,"F",1,"Unknown","Single","Unknown","Silver",36,4,3,2,34516,0,34516,0.791,2183,60,1.069,0
714932658,"Existing Customer",42,"F",4,"College","Single","Unknown","Blue",34,5,3,2,15449,0,15449,0.783,4098,81,0.588,0
708880683,"Existing Customer",49,"M",5,"College","Married","$40K - $60K","Blue",40,4,3,4,3970,892,3078,0.772,13697,102,0.759,0.225
717999183,"Existing Customer",36,"M",3,"High School","Married","$60K - $80K","Blue",36,6,3,3,4108,1659,2449,1.202,2275,58,0.871,0.404
758076408,"Existing Customer",50,"M",2,"Unknown","Single","$40K - $60K","Blue",43,2,1,3,1857,1603,254,0.579,1590,43,1.263,0.863
826168083,"Existing Customer",49,"F",4,"Unknown","Divorced","Less than $40K","Blue",45,3,3,3,1757,1307,450,0.769,4750,72,0.756,0.744
716089983,"Existing Customer",31,"M",0,"Graduate","Single","$40K - $60K","Blue",24,3,1,4,12050,1732,10318,0.804,2015,46,0.704,0.144
719036883,"Existing Customer",48,"F",1,"Uneducated","Divorced","Less than $40K","Blue",38,3,3,2,4668,0,4668,0.896,4163,77,0.453,0
709985133,"Existing Customer",33,"F",2,"Graduate","Divorced","Less than $40K","Blue",24,3,1,2,6803,2296,4507,0.754,2603,47,1.043,0.337
710872233,"Existing Customer",27,"M",0,"Unknown","Single","$40K - $60K","Blue",17,5,1,2,4610,0,4610,0.794,2280,49,0.4,0
721310283,"Existing Customer",47,"M",3,"Graduate","Single","$120K +","Blue",36,6,2,4,34516,933,33583,0.946,1804,32,0.6,0.027
717591483,"Existing Customer",52,"F",3,"Graduate","Single","Less than $40K","Blue",44,4,1,3,3416,2044,1372,0.994,1924,48,0.92,0.598
789760233,"Existing Customer",29,"M",0,"Unknown","Divorced","$80K - $120K","Blue",14,6,3,3,3544,0,3544,0.718,2435,63,1.032,0
721393083,"Existing Customer",52,"F",3,"Unknown","Single","$40K - $60K","Blue",45,5,3,1,6053,577,5476,0.85,5035,64,1.37,0.095
783070833,"Existing Customer",34,"F",4,"Graduate","Single","$40K - $60K","Blue",28,5,2,3,2472,1899,573,0.77,4408,86,0.792,0.768
789200208,"Existing Customer",40,"F",4,"Uneducated","Married","Unknown","Blue",29,2,3,3,3326,2181,1145,0.827,13583,110,0.746,0.656
771420708,"Existing Customer",42,"F",4,"Unknown","Single","Less than $40K","Blue",30,3,2,1,1446,621,825,0.826,4860,68,0.7,0.429
715502808,"Existing Customer",42,"M",3,"High School","Married","$80K - $120K","Blue",36,4,3,2,25944,1987,23957,0.566,4442,76,0.767,0.077
787581858,"Existing Customer",46,"M",2,"Unknown","Unknown","$120K +","Blue",37,3,2,4,3132,1466,1666,0.689,3612,59,0.595,0.468
721091583,"Existing Customer",44,"F",2,"Graduate","Single","Less than $40K","Blue",32,3,3,3,3031,1879,1152,0.788,1298,15,1.5,0.62
712489158,"Existing Customer",36,"F",0,"Uneducated","Single","Unknown","Blue",18,5,3,2,3667,948,2719,0.641,2781,59,0.844,0.259
713197308,"Existing Customer",42,"M",4,"Graduate","Married","$60K - $80K","Silver",33,1,2,1,6224,0,6224,0.63,7612,82,0.783,0
714103083,"Existing Customer",47,"M",2,"College","Married","$40K - $60K","Blue",37,6,3,1,3263,1525,1738,0.542,14649,110,0.833,0.467
827683383,"Existing Customer",48,"F",3,"Uneducated","Divorced","Less than $40K","Blue",44,3,2,1,4107,2517,1590,0.779,16027,112,0.723,0.613
716714733,"Existing Customer",41,"M",3,"Graduate","Single","$80K - $120K","Blue",30,3,2,0,3460,955,2505,0.644,3642,69,0.769,0.276
710840433,"Existing Customer",34,"M",1,"College","Unknown","$40K - $60K","Blue",20,2,1,3,7452,1656,5796,0.6,3339,51,0.962,0.222
788701608,"Existing Customer",42,"F",4,"Graduate","Single","Less than $40K","Blue",26,5,2,3,2950,1705,1245,0.605,1260,32,0.6,0.578
714709983,"Existing Customer",43,"F",2,"College","Married","Less than $40K","Blue",36,6,2,4,6979,898,6081,0.565,1665,44,0.375,0.129
712231308,"Existing Customer",60,"M",0,"Graduate","Single","Less than $40K","Silver",47,1,1,3,14002,1413,12589,0.621,13849,128,0.882,0.101
712112733,"Existing Customer",33,"M",2,"Doctorate","Single","$40K - $60K","Blue",25,5,2,2,9371,1541,7830,0.781,2518,67,0.971,0.164
769196433,"Existing Customer",55,"F",2,"Post-Graduate","Married","Less than $40K","Blue",49,4,1,1,2414,2276,138,0.567,2000,62,0.59,0.943
714851058,"Existing Customer",31,"M",0,"Graduate","Married","$40K - $60K","Blue",21,3,3,0,2158,1729,429,1.1,1718,42,0.448,0.801
708404883,"Existing Customer",45,"F",2,"High School","Single","Unknown","Blue",37,4,2,4,27804,0,27804,1.301,2761,57,0.966,0
789952158,"Existing Customer",34,"F",1,"Doctorate","Married","Unknown","Blue",25,4,3,3,2318,2069,249,1.399,2689,57,0.781,0.893
798110358,"Existing Customer",64,"F",1,"High School","Married","$40K - $60K","Blue",56,4,2,4,1438.3,0,1438.3,0.693,1417,35,0.591,0
712303908,"Existing Customer",47,"F",4,"College","Married","Less than $40K","Blue",38,3,1,2,2633,1924,709,0.806,3407,66,0.535,0.731
711750183,"Existing Customer",63,"F",2,"Graduate","Single","Less than $40K","Gold",55,4,1,3,15987,1345,14642,0.729,3640,56,0.867,0.084
784868958,"Existing Customer",56,"F",1,"High School","Married","Unknown","Blue",49,1,2,1,17542,2517,15025,0.8,13939,138,0.792,0.143
779754408,"Existing Customer",44,"M",3,"Graduate","Single","$40K - $60K","Blue",33,3,2,2,2477,2123,354,0.699,4349,69,0.725,0.857
710862258,"Existing Customer",41,"F",2,"Uneducated","Married","Less than $40K","Blue",36,3,2,2,1755,0,1755,0.77,4786,73,0.553,0
719677758,"Existing Customer",39,"F",1,"Unknown","Married","$40K - $60K","Blue",36,2,1,3,10830,2184,8646,0.907,8814,88,0.725,0.202
713641233,"Existing Customer",44,"F",3,"High School","Single","Unknown","Blue",31,5,6,4,10262,1888,8374,0.508,3553,65,0.757,0.184
715731033,"Existing Customer",50,"M",3,"Graduate","Single","$120K +","Blue",42,3,1,3,33996,949,33047,0.846,3569,77,0.571,0.028
789238683,"Existing Customer",53,"M",2,"Uneducated","Divorced","$120K +","Blue",42,4,2,2,22664,0,22664,0.749,4586,89,0.745,0
718758783,"Existing Customer",44,"F",4,"Unknown","Single","Less than $40K","Silver",36,2,3,3,13067,1943,11124,0.85,15172,118,1.034,0.149
716811483,"Existing Customer",30,"F",2,"Uneducated","Married","Less than $40K","Blue",24,4,2,1,2063,0,2063,0.553,1859,43,0.536,0
720186258,"Existing Customer",45,"F",4,"High School","Divorced","$40K - $60K","Blue",31,5,2,4,4701,1170,3531,0.547,4136,77,0.604,0.249
711219333,"Existing Customer",33,"M",1,"Post-Graduate","Married","$120K +","Blue",14,6,1,0,7571,2264,5307,0.696,2273,49,0.485,0.299
715778358,"Existing Customer",45,"M",5,"Graduate","Married","$120K +","Blue",26,6,3,2,34516,797,33719,1.133,3643,59,1.034,0.023
721361433,"Existing Customer",51,"F",3,"Graduate","Married","Unknown","Blue",37,6,1,1,4502,1785,2717,1.014,4469,87,0.812,0.396
789079758,"Existing Customer",44,"M",4,"Doctorate","Unknown","$120K +","Blue",32,3,2,3,34516,1356,33160,1.169,1531,48,0.655,0.039
713976258,"Existing Customer",51,"F",3,"Graduate","Single","Less than $40K","Blue",46,4,1,3,1792,989,803,1.202,3102,63,0.703,0.552
717147708,"Existing Customer",44,"M",2,"Uneducated","Divorced","$60K - $80K","Blue",34,6,3,2,3650,1270,2380,0.792,4250,81,0.929,0.348
714363858,"Existing Customer",54,"F",4,"High School","Married","Less than $40K","Blue",36,3,5,3,1594,1411,183,0.817,1459,35,1.188,0.885
771928608,"Existing Customer",34,"M",1,"Uneducated","Single","$60K - $80K","Blue",23,6,1,1,2033,1832,201,0.938,4110,74,0.947,0.901
818908833,"Existing Customer",46,"M",3,"Graduate","Married","$40K - $60K","Blue",41,5,2,2,2564,0,2564,1.026,2038,45,0.364,0
749722908,"Existing Customer",43,"M",2,"Post-Graduate","Married","$120K +","Blue",36,3,3,2,10700,1346,9354,0.639,4054,68,0.7,0.126
779613933,"Existing Customer",38,"F",4,"Uneducated","Married","Less than $40K","Blue",27,1,3,1,1736,1319,417,0.667,5045,86,0.755,0.76
721163133,"Existing Customer",44,"M",2,"Graduate","Single","Unknown","Blue",36,6,3,1,28292,0,28292,0.542,3948,60,0.538,0
719238183,"Existing Customer",55,"F",3,"Graduate","Married","Less than $40K","Blue",35,3,2,3,1872,1167,705,0.517,2238,45,0.607,0.623
712200033,"Existing Customer",44,"F",4,"High School","Single","Less than $40K","Blue",36,1,3,3,3024,0,3024,0.75,4983,78,0.733,0
711067383,"Existing Customer",53,"M",1,"Unknown","Single","$120K +","Blue",45,6,2,3,10001,0,10001,0.676,4167,74,0.644,0
711305208,"Existing Customer",52,"M",2,"Unknown","Married","$60K - $80K","Blue",36,6,3,4,14785,1088,13697,0.961,4354,70,0.489,0.074
785218458,"Existing Customer",44,"M",2,"Graduate","Married","$40K - $60K","Blue",38,4,1,3,2505,2282,223,0.712,4333,77,0.833,0.911
710188308,"Existing Customer",51,"F",3,"Graduate","Single","Less than $40K","Blue",41,6,2,3,1519,1148,371,0.767,4927,73,0.738,0.756
719277033,"Existing Customer",44,"M",3,"High School","Single","$40K - $60K","Blue",34,5,3,1,8997,708,8289,0.586,4558,62,0.676,0.079
716460933,"Existing Customer",51,"M",2,"Unknown","Married","$120K +","Blue",42,4,1,4,10306,1427,8879,0.709,1456,44,0.294,0.138
713305233,"Existing Customer",55,"M",2,"Graduate","Single","$80K - $120K","Blue",46,5,5,2,4994,0,4994,0.717,4802,81,0.761,0
716251608,"Existing Customer",45,"F",4,"Unknown","Married","Less than $40K","Blue",36,6,1,4,2051,0,2051,0.989,4355,87,0.977,0
774437583,"Existing Customer",55,"M",1,"Doctorate","Married","$60K - $80K","Blue",49,6,2,4,4597,2442,2155,0.512,1504,38,0.357,0.531
772105608,"Existing Customer",48,"F",4,"Uneducated","Single","Less than $40K","Blue",37,6,3,4,2646,872,1774,0.865,4246,80,0.739,0.33
713577483,"Existing Customer",47,"M",4,"Unknown","Married","$80K - $120K","Blue",35,3,3,4,5589,1430,4159,0.632,1570,31,0.722,0.256
717271983,"Existing Customer",60,"M",0,"College","Single","$80K - $120K","Silver",53,6,3,2,34516,1388,33128,0.791,3261,64,0.684,0.04
770662383,"Existing Customer",38,"M",2,"Graduate","Single","$40K - $60K","Blue",24,6,3,2,14632,1158,13474,0.501,1399,36,0.5,0.079
713132133,"Existing Customer",54,"F",1,"Unknown","Married","Less than $40K","Blue",39,3,2,4,2720,1694,1026,0.843,5103,81,0.761,0.623
779947908,"Existing Customer",56,"M",2,"Graduate","Divorced","$120K +","Blue",45,3,3,1,3296,1435,1861,0.968,4327,66,0.737,0.435
789556533,"Existing Customer",52,"M",4,"Graduate","Married","$80K - $120K","Blue",45,2,2,3,23070,1701,21369,0.846,8070,81,0.688,0.074
716171358,"Existing Customer",51,"M",4,"College","Married","$40K - $60K","Blue",36,2,3,1,4436,2222,2214,0.731,4460,85,0.771,0.501
757685733,"Existing Customer",43,"F",2,"Graduate","Single","Less than $40K","Blue",36,1,2,2,3226,2145,1081,0.644,5066,75,0.786,0.665
799475658,"Existing Customer",51,"F",3,"Uneducated","Married","Less than $40K","Blue",45,3,3,3,2238,1300,938,1.071,4508,79,0.756,0.581
771626283,"Existing Customer",54,"M",2,"Post-Graduate","Married","$60K - $80K","Platinum",42,1,3,1,34516,1996,32520,0.988,15033,114,0.81,0.058
709820658,"Existing Customer",45,"M",4,"High School","Married","$80K - $120K","Blue",36,3,2,3,34516,1170,33346,0.678,3785,64,0.6,0.034
710989008,"Existing Customer",38,"M",1,"Graduate","Unknown","$40K - $60K","Blue",27,5,6,0,13100,1436,11664,0.519,3201,78,0.5,0.11
785119833,"Existing Customer",40,"M",3,"College","Divorced","$60K - $80K","Blue",34,3,3,3,19666,1180,18486,0.898,3391,54,0.636,0.06
710865633,"Existing Customer",41,"F",2,"Graduate","Married","Less than $40K","Silver",33,4,2,0,12301,2250,10051,0.484,1307,29,0.261,0.183
719960133,"Existing Customer",42,"M",3,"College","Single","$80K - $120K","Silver",26,3,2,2,34516,904,33612,0.726,3910,68,0.659,0.026
709910733,"Existing Customer",49,"F",4,"High School","Single","Unknown","Silver",30,2,3,2,34516,1963,32553,0.758,13174,86,0.792,0.057
714086133,"Existing Customer",47,"F",4,"Uneducated","Single","Less than $40K","Blue",36,4,2,3,2577,1450,1127,0.747,4576,83,0.766,0.563
710420133,"Existing Customer",47,"F",2,"Graduate","Married","Less than $40K","Blue",34,6,2,2,2190,0,2190,0.63,4416,68,0.581,0
815840283,"Existing Customer",51,"F",2,"Unknown","Married","Less than $40K","Blue",46,1,6,3,7744,1893,5851,0.813,16059,124,0.722,0.244
715129233,"Existing Customer",51,"F",4,"High School","Single","Less than $40K","Blue",36,6,3,3,2902,1634,1268,0.588,4748,74,0.51,0.563
716655858,"Existing Customer",38,"M",2,"High School","Single","$80K - $120K","Blue",31,1,3,2,34516,0,34516,0.768,14036,99,0.768,0
714093108,"Existing Customer",58,"F",2,"High School","Single","$40K - $60K","Blue",36,3,3,3,7372,1210,6162,0.946,1707,56,0.514,0.164
717098208,"Existing Customer",48,"M",3,"Unknown","Married","$80K - $120K","Blue",41,5,2,2,5848,950,4898,0.726,1961,51,0.545,0.162
713944833,"Existing Customer",46,"M",5,"Uneducated","Single","$60K - $80K","Blue",36,3,3,2,24512,766,23746,0.509,4561,78,0.368,0.031
789990333,"Existing Customer",43,"F",4,"Graduate","Single","$40K - $60K","Blue",35,5,2,2,2303,722,1581,0.807,4469,80,0.778,0.314
721455558,"Existing Customer",56,"M",0,"Graduate","Single","$60K - $80K","Blue",44,1,3,2,6828,1859,4969,0.752,14713,104,0.677,0.272
716686158,"Existing Customer",59,"F",0,"Post-Graduate","Married","Less than $40K","Blue",49,5,2,3,1479,601,878,0.607,1621,32,0.6,0.406
712851108,"Existing Customer",51,"F",3,"High School","Married","Unknown","Blue",31,5,1,5,15340,2331,13009,0.565,2965,51,0.594,0.152
809311758,"Existing Customer",40,"M",3,"Unknown","Single","$60K - $80K","Silver",35,6,3,2,25219,1503,23716,0.944,4429,87,0.642,0.06
779852133,"Existing Customer",48,"M",2,"Unknown","Married","$120K +","Silver",32,3,2,4,34516,2098,32418,0.741,3093,66,0.784,0.061
710164683,"Existing Customer",33,"M",1,"Graduate","Married","$60K - $80K","Blue",22,3,1,3,2859,2517,342,1.254,2247,36,0.636,0.88
755420433,"Existing Customer",59,"F",1,"Graduate","Married","Unknown","Blue",52,2,3,3,10133,1417,8716,0.383,1068,20,0.818,0.14
712757808,"Existing Customer",33,"F",2,"Uneducated","Married","Less than $40K","Blue",22,4,2,4,1544,0,1544,0.677,1731,40,0.739,0
717656433,"Existing Customer",50,"F",2,"Graduate","Single","Less than $40K","Blue",40,1,2,2,2167,988,1179,0.619,7199,83,0.729,0.456
788641758,"Existing Customer",53,"M",4,"College","Single","$60K - $80K","Blue",45,5,3,2,14366,888,13478,0.638,3868,66,0.61,0.062
717636933,"Existing Customer",48,"F",5,"College","Divorced","$40K - $60K","Blue",40,3,1,1,4365,0,4365,0.598,3542,57,1.111,0
787441383,"Existing Customer",52,"F",0,"Graduate","Married","Less than $40K","Blue",37,3,1,2,1793,1284,509,0.902,3989,62,0.938,0.716
715059258,"Existing Customer",38,"F",3,"Doctorate","Single","Unknown","Blue",32,6,4,4,3072,1970,1102,0.671,4245,82,0.952,0.641
715117008,"Existing Customer",39,"M",5,"Uneducated","Married","$40K - $60K","Blue",36,4,2,3,1438.3,0,1438.3,0.677,4596,82,0.745,0
719269308,"Existing Customer",49,"F",2,"Graduate","Unknown","Less than $40K","Blue",36,3,1,3,3252,2517,735,0.878,7418,90,0.579,0.774
720292983,"Existing Customer",60,"F",0,"Graduate","Married","Less than $40K","Blue",51,6,1,2,2230,1796,434,0.637,4929,61,0.488,0.805
708960858,"Existing Customer",40,"M",4,"High School","Married","$80K - $120K","Blue",21,3,2,3,11502,2066,9436,0.889,4786,85,1.125,0.18
721188033,"Existing Customer",48,"M",5,"College","Married","Less than $40K","Blue",39,2,3,1,6797,2239,4558,0.922,16171,112,0.778,0.329
827318958,"Existing Customer",49,"F",4,"Unknown","Single","Less than $40K","Blue",45,5,3,2,9431,1785,7646,0.603,14261,99,0.65,0.189
787617483,"Existing Customer",58,"F",0,"Uneducated","Single","Less than $40K","Blue",48,6,2,4,2628,1542,1086,0.93,4335,76,0.727,0.587
708473133,"Existing Customer",55,"F",1,"Graduate","Married","Less than $40K","Blue",45,4,2,3,1677,0,1677,0.824,4588,68,0.7,0
713101383,"Existing Customer",44,"F",2,"Unknown","Married","$40K - $60K","Blue",36,1,1,1,1834,0,1834,0.618,5402,87,0.611,0
711942783,"Existing Customer",41,"F",3,"High School","Married","Less than $40K","Blue",28,3,1,3,2354,1909,445,0.833,4048,61,0.848,0.811
711379083,"Existing Customer",60,"F",0,"Doctorate","Single","Less than $40K","Blue",42,5,3,3,2758,1429,1329,0.718,5124,74,0.644,0.518
716747283,"Existing Customer",44,"F",2,"Uneducated","Single","Less than $40K","Blue",36,5,2,2,2097,1224,873,0.819,5059,79,0.681,0.584
779450958,"Existing Customer",43,"F",4,"Graduate","Married","Less than $40K","Blue",25,5,3,2,2772,1782,990,0.718,4739,88,0.796,0.643
714532158,"Existing Customer",55,"M",1,"Doctorate","Single","$60K - $80K","Blue",36,3,3,3,15221,1166,14055,0.839,3848,68,0.619,0.077
789508758,"Existing Customer",54,"F",2,"Unknown","Single","Less than $40K","Blue",46,3,2,3,4170,641,3529,0.815,3669,67,0.595,0.154
715611933,"Existing Customer",50,"F",4,"Doctorate","Married","Unknown","Blue",38,6,4,2,23692,2402,21290,0.942,3632,62,0.676,0.101
715413483,"Existing Customer",44,"F",3,"Graduate","Single","Less than $40K","Blue",36,5,1,3,4066,1028,3038,0.972,3888,77,0.604,0.253
770937183,"Existing Customer",40,"F",4,"Graduate","Single","Less than $40K","Silver",27,3,1,2,10745,2084,8661,0.847,3502,87,0.933,0.194
717822108,"Existing Customer",60,"F",0,"Uneducated","Single","Less than $40K","Blue",48,3,2,3,3302,2517,785,0.785,4613,85,0.932,0.762
712720158,"Existing Customer",68,"M",1,"Graduate","Married","Unknown","Blue",56,5,2,3,13860,1652,12208,1.255,1910,32,1.909,0.119
711587433,"Existing Customer",47,"F",4,"Graduate","Married","Unknown","Blue",33,6,3,1,10714,2407,8307,0.378,4328,71,0.543,0.225
778949133,"Existing Customer",44,"M",1,"Uneducated","Married","$80K - $120K","Blue",29,4,3,3,13298,1694,11604,0.824,3476,66,0.784,0.127
716860233,"Existing Customer",51,"F",3,"Uneducated","Married","Less than $40K","Blue",39,3,3,0,8148,701,7447,0.819,4124,87,0.891,0.086
710039208,"Existing Customer",57,"F",3,"Unknown","Single","Unknown","Blue",40,3,3,1,2111,966,1145,0.923,3871,87,0.706,0.458
710784333,"Existing Customer",57,"M",2,"Unknown","Married","$120K +","Blue",36,3,2,2,23700,1314,22386,1.487,1644,28,0.647,0.055
709243533,"Existing Customer",49,"F",2,"Unknown","Single","Less than $40K","Blue",41,5,3,2,2555,1815,740,0.847,4552,75,0.829,0.71
721080183,"Existing Customer",33,"F",1,"Graduate","Single","$40K - $60K","Blue",20,2,2,3,4883,0,4883,0.724,4613,82,1,0
787504158,"Existing Customer",36,"F",0,"Unknown","Married","Less than $40K","Blue",24,4,3,2,2570,2230,340,0.686,1755,42,0.448,0.868
719682183,"Existing Customer",53,"F",2,"Unknown","Single","$40K - $60K","Blue",43,3,4,4,6188,2517,3671,0.713,1997,43,1.048,0.407
715779333,"Existing Customer",45,"F",3,"Graduate","Single","Less than $40K","Blue",36,5,2,3,4753,0,4753,0.856,3895,71,0.578,0
709913733,"Existing Customer",39,"F",3,"College","Married","Less than $40K","Blue",36,4,2,0,2279,1529,750,1.26,1693,32,1.286,0.671
718547358,"Existing Customer",60,"F",2,"Uneducated","Unknown","$40K - $60K","Blue",52,4,3,2,2676,1740,936,0.735,3863,69,0.725,0.65
719242533,"Existing Customer",41,"M",5,"High School","Married","$60K - $80K","Blue",33,5,3,3,22770,2517,20253,0.994,1882,38,0.652,0.111
719294433,"Existing Customer",63,"F",1,"Uneducated","Single","Unknown","Blue",55,4,3,1,16312,520,15792,0.806,4366,68,0.659,0.032
714536208,"Existing Customer",50,"F",3,"Uneducated","Married","Less than $40K","Blue",36,1,2,3,2473,1675,798,0.648,4203,73,0.872,0.677
773306658,"Existing Customer",54,"M",1,"Unknown","Single","$60K - $80K","Blue",48,4,5,4,4752,1230,3522,0.883,15678,103,0.717,0.259
720877083,"Existing Customer",50,"M",2,"Graduate","Married","$80K - $120K","Blue",36,6,1,2,9748,1354,8394,0.893,3323,66,0.833,0.139
779995833,"Existing Customer",49,"M",0,"Unknown","Married","$60K - $80K","Blue",39,6,2,4,10177,1748,8429,0.622,3557,64,0.939,0.172
811721133,"Existing Customer",62,"M",1,"High School","Married","$40K - $60K","Blue",56,5,3,3,2359,1242,1117,1.043,2021,50,0.613,0.526
752085108,"Existing Customer",39,"F",2,"Graduate","Married","$40K - $60K","Blue",29,3,5,2,4955,1157,3798,0.896,1824,38,0.727,0.234
720863133,"Existing Customer",65,"M",1,"Graduate","Married","Less than $40K","Blue",54,5,3,4,3213,2517,696,0.507,1855,39,0.773,0.783
783366483,"Existing Customer",44,"F",3,"Unknown","Married","Unknown","Blue",38,4,3,3,11474,1063,10411,0.686,3242,74,0.451,0.093
719430483,"Existing Customer",51,"M",3,"College","Married","$120K +","Blue",40,3,3,2,34516,1476,33040,0.763,14145,119,0.776,0.043
718170033,"Existing Customer",42,"F",4,"Uneducated","Married","Unknown","Blue",23,4,1,2,8348,0,8348,0.695,15905,111,0.708,0
718445883,"Existing Customer",61,"F",1,"Uneducated","Married","Less than $40K","Blue",36,3,2,4,6859,2489,4370,0.65,1617,26,1,0.363
714673833,"Existing Customer",59,"F",1,"Graduate","Single","$40K - $60K","Blue",36,3,3,1,1528,0,1528,0.669,4411,77,0.833,0
771742533,"Existing Customer",48,"M",2,"Graduate","Unknown","$40K - $60K","Blue",36,5,1,2,13068,1718,11350,0.607,937,28,0.556,0.131
716918508,"Existing Customer",39,"M",1,"College","Single","$40K - $60K","Blue",24,4,3,3,3770,1197,2573,0.621,1602,49,0.441,0.318
709693833,"Existing Customer",47,"M",4,"Graduate","Married","$60K - $80K","Blue",34,6,3,0,9261,1605,7656,0.571,2468,44,0.419,0.173
712072908,"Existing Customer",48,"M",4,"College","Single","$80K - $120K","Blue",36,4,3,2,2852,736,2116,0.386,1382,40,0.29,0.258
770721858,"Existing Customer",65,"M",1,"Graduate","Married","Less than $40K","Blue",56,3,2,5,3539,2517,1022,0.346,1463,31,0.632,0.711
789900633,"Existing Customer",49,"F",2,"High School","Married","$40K - $60K","Blue",40,5,3,2,3263,1522,1741,0.58,4288,69,0.725,0.466
813967983,"Existing Customer",44,"F",2,"College","Married","$40K - $60K","Blue",39,4,1,2,1701,775,926,0.847,4471,71,0.614,0.456
789047208,"Existing Customer",57,"F",2,"High School","Single","Less than $40K","Blue",45,4,1,3,2454,1610,844,1.036,4983,79,0.795,0.656
710402508,"Existing Customer",52,"M",0,"Unknown","Married","$80K - $120K","Blue",36,4,3,4,4675,0,4675,0.863,3487,69,0.683,0
758382183,"Existing Customer",50,"F",3,"Graduate","Unknown","Less than $40K","Blue",43,2,3,3,4249,789,3460,0.925,8186,93,0.722,0.186
714682233,"Existing Customer",48,"M",3,"Graduate","Married","$80K - $120K","Blue",43,1,4,1,9959,0,9959,0.751,14948,125,0.866,0
788805108,"Existing Customer",47,"M",3,"High School","Single","$60K - $80K","Blue",30,5,3,3,18123,1775,16348,0.593,4259,80,0.86,0.098
719601708,"Existing Customer",45,"M",3,"College","Single","$60K - $80K","Blue",35,1,1,2,10699,1099,9600,0.661,5052,61,0.694,0.103
802795608,"Existing Customer",54,"F",2,"High School","Single","Less than $40K","Blue",48,1,3,2,1517,556,961,0.622,4981,82,0.864,0.367
720917808,"Existing Customer",35,"M",2,"High School","Single","$40K - $60K","Blue",36,5,3,4,2100,950,1150,0.764,2623,74,1.114,0.452
720812433,"Existing Customer",54,"M",2,"College","Married","$120K +","Blue",46,6,1,2,28465,0,28465,0.696,1693,37,1.056,0
778873608,"Existing Customer",44,"M",4,"Uneducated","Married","$80K - $120K","Silver",25,3,1,1,34516,1984,32532,0.734,14335,116,0.758,0.057
716551533,"Existing Customer",47,"F",1,"High School","Single","Unknown","Blue",36,2,1,3,2874,2201,673,0.718,4779,86,0.792,0.766
772525308,"Existing Customer",43,"M",3,"College","Single","$40K - $60K","Blue",33,5,2,4,10533,1689,8844,0.359,3651,69,0.605,0.16
721057758,"Existing Customer",61,"F",1,"Unknown","Married","Unknown","Blue",47,4,2,3,1438.3,0,1438.3,1.337,1449,27,1.455,0
714435408,"Existing Customer",57,"M",3,"High School","Single","$80K - $120K","Blue",38,4,3,1,12663,1028,11635,0.791,3297,54,0.688,0.081
